Level,Max HP,Max MP,Attack,Defense,Magical Attack,Magical Defense,Agility,Luck
1,100,25,28,30,21,25,23,27
2,110,35,30,32,22,26.5,24.5,28.5
3,120,45,32,34,23,28,26,30
4,130,55,34,36,24,29.5,27.5,31.5
5,140,65,36,38,25,31,29,33
6,150,75,38,40,26,32.5,30.5,34.5
7,160,85,40,42,27,34,32,36
8,170,95,42,44,28,35.5,33.5,37.5
9,180,105,44,46,29,37,35,39
10,190,115,46,48,30,38.5,36.5,40.5
11,200,125,48,50,31,40,38,42
12,210,135,50,52,32,41.5,39.5,43.5
13,220,145,52,54,33,43,41,45
14,230,155,54,56,34,44.5,42.5,46.5
15,240,165,56,58,35,46,44,48
16,250,175,58,60,36,47.5,45.5,49.5
17,260,185,60,62,37,49,47,51
18,270,195,62,64,38,50.5,48.5,52.5
19,280,205,64,66,39,52,50,54
20,290,215,66,68,40,53.5,51.5,55.5
21,300,225,68,70,41,55,53,57
22,310,235,70,72,42,56.5,54.5,58.5
23,320,245,72,74,43,58,56,60
24,330,255,74,76,44,59.5,57.5,61.5
25,340,265,76,78,45,61,59,63
26,350,275,78,80,46,62.5,60.5,64.5
27,360,285,80,82,47,64,62,66
28,370,295,82,84,48,65.5,63.5,67.5
29,380,305,84,86,49,67,65,69
30,390,315,86,88,50,68.5,66.5,70.5
31,400,325,88,90,51,70,68,72
32,410,335,90,92,52,71.5,69.5,73.5
33,420,345,92,94,53,73,71,75
34,430,355,94,96,54,74.5,72.5,76.5
35,440,365,96,98,55,76,74,78
36,450,375,98,100,56,77.5,75.5,79.5
37,460,385,100,102,57,79,77,81
38,470,395,102,104,58,80.5,78.5,82.5
39,480,405,104,106,59,82,80,84
40,490,415,106,108,60,83.5,81.5,85.5
41,500,425,108,110,61,85,83,87
42,510,435,110,112,62,86.5,84.5,88.5
43,520,445,112,114,63,88,86,90
44,530,455,114,116,64,89.5,87.5,91.5
45,540,465,116,118,65,91,89,93
46,550,475,118,120,66,92.5,90.5,94.5
47,560,485,120,122,67,94,92,96
48,570,495,122,124,68,95.5,93.5,97.5
49,580,505,124,126,69,97,95,99
50,590,515,126,128,70,98.5,96.5,100.5
51,600,525,128,130,71,100,98,102
52,610,535,130,132,72,101.5,99.5,103.5
53,620,545,132,134,73,103,101,105
54,630,555,134,136,74,104.5,102.5,106.5
55,640,565,136,138,75,106,104,108
56,650,575,138,140,76,107.5,105.5,109.5
57,660,585,140,142,77,109,107,111
58,670,595,142,144,78,110.5,108.5,112.5
59,680,605,144,146,79,112,110,114
60,690,615,146,148,80,113.5,111.5,115.5
61,700,625,148,150,81,115,113,117
62,710,635,150,152,82,116.5,114.5,118.5
63,720,645,152,154,83,118,116,120
64,730,655,154,156,84,119.5,117.5,121.5
65,740,665,156,158,85,121,119,123
66,750,675,158,160,86,122.5,120.5,124.5
67,760,685,160,162,87,124,122,126
68,770,695,162,164,88,125.5,123.5,127.5
69,780,705,164,166,89,127,125,129
70,790,715,166,168,90,128.5,126.5,130.5
71,800,725,168,170,91,130,128,132
72,810,735,170,172,92,131.5,129.5,133.5
73,820,745,172,174,93,133,131,135
74,830,755,174,176,94,134.5,132.5,136.5
75,840,765,176,178,95,136,134,138
76,850,775,178,180,96,137.5,135.5,139.5
77,860,785,180,182,97,139,137,141
78,870,795,182,184,98,140.5,138.5,142.5
79,880,805,184,186,99,142,140,144
80,890,815,186,188,100,143.5,141.5,145.5
81,900,825,188,190,101,145,143,147
82,910,835,190,192,102,146.5,144.5,148.5
83,920,845,192,194,103,148,146,150
84,930,855,194,196,104,149.5,147.5,151.5
85,940,865,196,198,105,151,149,153
86,950,875,198,200,106,152.5,150.5,154.5
87,960,885,200,202,107,154,152,156
88,970,895,202,204,108,155.5,153.5,157.5
89,980,905,204,206,109,157,155,159
90,990,915,206,208,110,158.5,156.5,160.5
91,1000,925,208,210,111,160,158,162
92,1010,935,210,212,112,161.5,159.5,163.5
93,1020,945,212,214,113,163,161,165
94,1030,955,214,216,114,164.5,162.5,166.5
95,1040,965,216,218,115,166,164,168
96,1050,975,218,220,116,167.5,165.5,169.5
97,1060,985,220,222,117,169,167,171
98,1070,995,222,224,118,170.5,168.5,172.5
99,1080,1005,224,226,119,172,170,174
100,1090,1015,226,228,120,173.5,171.5,175.5
101,1100,1025,228,230,121,175,173,177
102,1110,1035,230,232,122,176.5,174.5,178.5
103,1120,1045,232,234,123,178,176,180
104,1130,1055,234,236,124,179.5,177.5,181.5
105,1140,1065,236,238,125,181,179,183
106,1150,1075,238,240,126,182.5,180.5,184.5
107,1160,1085,240,242,127,184,182,186
108,1170,1095,242,244,128,185.5,183.5,187.5
109,1180,1105,244,246,129,187,185,189
110,1190,1115,246,248,130,188.5,186.5,190.5
