Level,Max HP,Max MP,Attack,Defense,Magical Attack,Magical Defense,Agility,Luck
1,1500,200,42,43,50,47,40,41
2,1750,350,45,46.5,55,51.5,44,45
3,2000,500,48,50,60,56,48,49
4,2250,650,51,53.5,65,60.5,52,53
5,2500,800,54,57,70,65,56,57
6,2750,950,57,60.5,75,69.5,60,61
7,3000,1100,60,64,80,74,64,65
8,3250,1250,63,67.5,85,78.5,68,69
9,3500,1400,66,71,90,83,72,73
10,3750,1550,69,74.5,95,87.5,76,77
11,4000,1700,72,78,100,92,80,81
12,4250,1850,75,81.5,105,96.5,84,85
13,4500,2000,78,85,110,101,88,89
14,4750,2150,81,88.5,115,105.5,92,93
15,5000,2300,84,92,120,110,96,97
16,5250,2450,87,95.5,125,114.5,100,101
17,5500,2600,90,99,130,119,104,105
18,5750,2750,93,102.5,135,123.5,108,109
19,6000,2900,96,106,140,128,112,113
20,6250,3050,99,109.5,145,132.5,116,117
21,6500,3200,102,113,150,137,120,121
22,6750,3350,105,116.5,155,141.5,124,125
23,7000,3500,108,120,160,146,128,129
24,7250,3650,111,123.5,165,150.5,132,133
25,7500,3800,114,127,170,155,136,137
26,7750,3950,117,130.5,175,159.5,140,141
27,8000,4100,120,134,180,164,144,145
28,8250,4250,123,137.5,185,168.5,148,149
29,8500,4400,126,141,190,173,152,153
30,8750,4550,129,144.5,195,177.5,156,157
31,9000,4700,132,148,200,182,160,161
32,9250,4850,135,151.5,205,186.5,164,165
33,9500,5000,138,155,210,191,168,169
34,9750,5150,141,158.5,215,195.5,172,173
35,10000,5300,144,162,220,200,176,177
36,10250,5450,147,165.5,225,204.5,180,181
37,10500,5600,150,169,230,209,184,185
38,10750,5750,153,172.5,235,213.5,188,189
39,11000,5900,156,176,240,218,192,193
40,11250,6050,159,179.5,245,222.5,196,197
41,11500,6200,162,183,250,227,200,201
42,11750,6350,165,186.5,255,231.5,204,205
43,12000,6500,168,190,260,236,208,209
44,12250,6650,171,193.5,265,240.5,212,213
45,12500,6800,174,197,270,245,216,217
46,12750,6950,177,200.5,275,249.5,220,221
47,13000,7100,180,204,280,254,224,225
48,13250,7250,183,207.5,285,258.5,228,229
49,13500,7400,186,211,290,263,232,233
50,13750,7550,189,214.5,295,267.5,236,237
51,14000,7700,192,218,300,272,240,241
52,14250,7850,195,221.5,305,276.5,244,245
53,14500,8000,198,225,310,281,248,249
54,14750,8150,201,228.5,315,285.5,252,253
55,15000,8300,204,232,320,290,256,257
56,15250,8450,207,235.5,325,294.5,260,261
57,15500,8600,210,239,330,299,264,265
58,15750,8750,213,242.5,335,303.5,268,269
59,16000,8900,216,246,340,308,272,273
60,16250,9050,219,249.5,345,312.5,276,277
61,16500,9200,222,253,350,317,280,281
62,16750,9350,225,256.5,355,321.5,284,285
63,17000,9500,228,260,360,326,288,289
64,17250,9650,231,263.5,365,330.5,292,293
65,17500,9800,234,267,370,335,296,297
66,17750,9950,237,270.5,375,339.5,300,301
67,18000,10100,240,274,380,344,304,305
68,18250,10250,243,277.5,385,348.5,308,309
69,18500,10400,246,281,390,353,312,313
70,18750,10550,249,284.5,395,357.5,316,317
71,19000,10700,252,288,400,362,320,321
72,19250,10850,255,291.5,405,366.5,324,325
73,19500,11000,258,295,410,371,328,329
74,19750,11150,261,298.5,415,375.5,332,333
75,20000,11300,264,302,420,380,336,337
76,20250,11450,267,305.5,425,384.5,340,341
77,20500,11600,270,309,430,389,344,345
78,20750,11750,273,312.5,435,393.5,348,349
79,21000,11900,276,316,440,398,352,353
80,21250,12050,279,319.5,445,402.5,356,357
81,21500,12200,282,323,450,407,360,361
82,21750,12350,285,326.5,455,411.5,364,365
83,22000,12500,288,330,460,416,368,369
84,22250,12650,291,333.5,465,420.5,372,373
85,22500,12800,294,337,470,425,376,377
86,22750,12950,297,340.5,475,429.5,380,381
87,23000,13100,300,344,480,434,384,385
88,23250,13250,303,347.5,485,438.5,388,389
89,23500,13400,306,351,490,443,392,393
90,23750,13550,309,354.5,495,447.5,396,397
91,24000,13700,312,358,500,452,400,401
92,24250,13850,315,361.5,505,456.5,404,405
93,24500,14000,318,365,510,461,408,409
94,24750,14150,321,368.5,515,465.5,412,413
95,25000,14300,324,372,520,470,416,417
96,25250,14450,327,375.5,525,474.5,420,421
97,25500,14600,330,379,530,479,424,425
98,25750,14750,333,382.5,535,483.5,428,429
99,26000,14900,336,386,540,488,432,433
100,26250,15050,339,389.5,545,492.5,436,437
101,26500,15200,342,393,550,497,440,441
102,26750,15350,345,396.5,555,501.5,444,445
103,27000,15500,348,400,560,506,448,449
104,27250,15650,351,403.5,565,510.5,452,453
105,27500,15800,354,407,570,515,456,457
106,27750,15950,357,410.5,575,519.5,460,461
107,28000,16100,360,414,580,524,464,465
108,28250,16250,363,417.5,585,528.5,468,469
109,28500,16400,366,421,590,533,472,473
110,28750,16550,369,424.5,595,537.5,476,477
