Level,Max HP,Max MP,Attack,Defense,Magical Attack,Magical Defense,Agility,Luck
1,600,500,37,36,27,29,32,34
2,720,570,40,38.5,29,31,34.5,36.5
3,840,640,43,41,31,33,37,39
4,960,710,46,43.5,33,35,39.5,41.5
5,1080,780,49,46,35,37,42,44
6,1200,850,52,48.5,37,39,44.5,46.5
7,1320,920,55,51,39,41,47,49
8,1440,990,58,53.5,41,43,49.5,51.5
9,1560,1060,61,56,43,45,52,54
10,1680,1130,64,58.5,45,47,54.5,56.5
11,1800,1200,67,61,47,49,57,59
12,1920,1270,70,63.5,49,51,59.5,61.5
13,2040,1340,73,66,51,53,62,64
14,2160,1410,76,68.5,53,55,64.5,66.5
15,2280,1480,79,71,55,57,67,69
16,2400,1550,82,73.5,57,59,69.5,71.5
17,2520,1620,85,76,59,61,72,74
18,2640,1690,88,78.5,61,63,74.5,76.5
19,2760,1760,91,81,63,65,77,79
20,2880,1830,94,83.5,65,67,79.5,81.5
21,3000,1900,97,86,67,69,82,84
22,3120,1970,100,88.5,69,71,84.5,86.5
23,3240,2040,103,91,71,73,87,89
24,3360,2110,106,93.5,73,75,89.5,91.5
25,3480,2180,109,96,75,77,92,94
26,3600,2250,112,98.5,77,79,94.5,96.5
27,3720,2320,115,101,79,81,97,99
28,3840,2390,118,103.5,81,83,99.5,101.5
29,3960,2460,121,106,83,85,102,104
30,4080,2530,124,108.5,85,87,104.5,106.5
31,4200,2600,127,111,87,89,107,109
32,4320,2670,130,113.5,89,91,109.5,111.5
33,4440,2740,133,116,91,93,112,114
34,4560,2810,136,118.5,93,95,114.5,116.5
35,4680,2880,139,121,95,97,117,119
36,4800,2950,142,123.5,97,99,119.5,121.5
37,4920,3020,145,126,99,101,122,124
38,5040,3090,148,128.5,101,103,124.5,126.5
39,5160,3160,151,131,103,105,127,129
40,5280,3230,154,133.5,105,107,129.5,131.5
41,5400,3300,157,136,107,109,132,134
42,5520,3370,160,138.5,109,111,134.5,136.5
43,5640,3440,163,141,111,113,137,139
44,5760,3510,166,143.5,113,115,139.5,141.5
45,5880,3580,169,146,115,117,142,144
46,6000,3650,172,148.5,117,119,144.5,146.5
47,6120,3720,175,151,119,121,147,149
48,6240,3790,178,153.5,121,123,149.5,151.5
49,6360,3860,181,156,123,125,152,154
50,6480,3930,184,158.5,125,127,154.5,156.5
51,6600,4000,187,161,127,129,157,159
52,6720,4070,190,163.5,129,131,159.5,161.5
53,6840,4140,193,166,131,133,162,164
54,6960,4210,196,168.5,133,135,164.5,166.5
55,7080,4280,199,171,135,137,167,169
56,7200,4350,202,173.5,137,139,169.5,171.5
57,7320,4420,205,176,139,141,172,174
58,7440,4490,208,178.5,141,143,174.5,176.5
59,7560,4560,211,181,143,145,177,179
60,7680,4630,214,183.5,145,147,179.5,181.5
61,7800,4700,217,186,147,149,182,184
62,7920,4770,220,188.5,149,151,184.5,186.5
63,8040,4840,223,191,151,153,187,189
64,8160,4910,226,193.5,153,155,189.5,191.5
65,8280,4980,229,196,155,157,192,194
66,8400,5050,232,198.5,157,159,194.5,196.5
67,8520,5120,235,201,159,161,197,199
68,8640,5190,238,203.5,161,163,199.5,201.5
69,8760,5260,241,206,163,165,202,204
70,8880,5330,244,208.5,165,167,204.5,206.5
71,9000,5400,247,211,167,169,207,209
72,9120,5470,250,213.5,169,171,209.5,211.5
73,9240,5540,253,216,171,173,212,214
74,9360,5610,256,218.5,173,175,214.5,216.5
75,9480,5680,259,221,175,177,217,219
76,9600,5750,262,223.5,177,179,219.5,221.5
77,9720,5820,265,226,179,181,222,224
78,9840,5890,268,228.5,181,183,224.5,226.5
79,9960,5960,271,231,183,185,227,229
80,10080,6030,274,233.5,185,187,229.5,231.5
81,10200,6100,277,236,187,189,232,234
82,10320,6170,280,238.5,189,191,234.5,236.5
83,10440,6240,283,241,191,193,237,239
84,10560,6310,286,243.5,193,195,239.5,241.5
85,10680,6380,289,246,195,197,242,244
86,10800,6450,292,248.5,197,199,244.5,246.5
87,10920,6520,295,251,199,201,247,249
88,11040,6590,298,253.5,201,203,249.5,251.5
89,11160,6660,301,256,203,205,252,254
90,11280,6730,304,258.5,205,207,254.5,256.5
91,11400,6800,307,261,207,209,257,259
92,11520,6870,310,263.5,209,211,259.5,261.5
93,11640,6940,313,266,211,213,262,264
94,11760,7010,316,268.5,213,215,264.5,266.5
95,11880,7080,319,271,215,217,267,269
96,12000,7150,322,273.5,217,219,269.5,271.5
97,12120,7220,325,276,219,221,272,274
98,12240,7290,328,278.5,221,223,274.5,276.5
99,12360,7360,331,281,223,225,277,279
100,12480,7430,334,283.5,225,227,279.5,281.5
101,12600,7500,337,286,227,229,282,284
102,12720,7570,340,288.5,229,231,284.5,286.5
103,12840,7640,343,291,231,233,287,289
104,12960,7710,346,293.5,233,235,289.5,291.5
105,13080,7780,349,296,235,237,292,294
106,13200,7850,352,298.5,237,239,294.5,296.5
107,13320,7920,355,301,239,241,297,299
108,13440,7990,358,303.5,241,243,299.5,301.5
109,13560,8060,361,306,243,245,302,304
110,13680,8130,364,308.5,245,247,304.5,306.5
