Level,Max HP,Max MP,Attack,Defense,Magical Attack,Magical Defense,Agility,Luck
1,450,600,29,31,45,44,28,30
2,550,710,30.5,33,48,47,30.5,32.5
3,650,820,32,35,51,50,33,35
4,750,930,33.5,37,54,53,35.5,37.5
5,850,1040,35,39,57,56,38,40
6,950,1150,36.5,41,60,59,40.5,42.5
7,1050,1260,38,43,63,62,43,45
8,1150,1370,39.5,45,66,65,45.5,47.5
9,1250,1480,41,47,69,68,48,50
10,1350,1590,42.5,49,72,71,50.5,52.5
11,1450,1700,44,51,75,74,53,55
12,1550,1810,45.5,53,78,77,55.5,57.5
13,1650,1920,47,55,81,80,58,60
14,1750,2030,48.5,57,84,83,60.5,62.5
15,1850,2140,50,59,87,86,63,65
16,1950,2250,51.5,61,90,89,65.5,67.5
17,2050,2360,53,63,93,92,68,70
18,2150,2470,54.5,65,96,95,70.5,72.5
19,2250,2580,56,67,99,98,73,75
20,2350,2690,57.5,69,102,101,75.5,77.5
21,2450,2800,59,71,105,104,78,80
22,2550,2910,60.5,73,108,107,80.5,82.5
23,2650,3020,62,75,111,110,83,85
24,2750,3130,63.5,77,114,113,85.5,87.5
25,2850,3240,65,79,117,116,88,90
26,2950,3350,66.5,81,120,119,90.5,92.5
27,3050,3460,68,83,123,122,93,95
28,3150,3570,69.5,85,126,125,95.5,97.5
29,3250,3680,71,87,129,128,98,100
30,3350,3790,72.5,89,132,131,100.5,102.5
31,3450,3900,74,91,135,134,103,105
32,3550,4010,75.5,93,138,137,105.5,107.5
33,3650,4120,77,95,141,140,108,110
34,3750,4230,78.5,97,144,143,110.5,112.5
35,3850,4340,80,99,147,146,113,115
36,3950,4450,81.5,101,150,149,115.5,117.5
37,4050,4560,83,103,153,152,118,120
38,4150,4670,84.5,105,156,155,120.5,122.5
39,4250,4780,86,107,159,158,123,125
40,4350,4890,87.5,109,162,161,125.5,127.5
41,4450,5000,89,111,165,164,128,130
42,4550,5110,90.5,113,168,167,130.5,132.5
43,4650,5220,92,115,171,170,133,135
44,4750,5330,93.5,117,174,173,135.5,137.5
45,4850,5440,95,119,177,176,138,140
46,4950,5550,96.5,121,180,179,140.5,142.5
47,5050,5660,98,123,183,182,143,145
48,5150,5770,99.5,125,186,185,145.5,147.5
49,5250,5880,101,127,189,188,148,150
50,5350,5990,102.5,129,192,191,150.5,152.5
51,5450,6100,104,131,195,194,153,155
52,5550,6210,105.5,133,198,197,155.5,157.5
53,5650,6320,107,135,201,200,158,160
54,5750,6430,108.5,137,204,203,160.5,162.5
55,5850,6540,110,139,207,206,163,165
56,5950,6650,111.5,141,210,209,165.5,167.5
57,6050,6760,113,143,213,212,168,170
58,6150,6870,114.5,145,216,215,170.5,172.5
59,6250,6980,116,147,219,218,173,175
60,6350,7090,117.5,149,222,221,175.5,177.5
61,6450,7200,119,151,225,224,178,180
62,6550,7310,120.5,153,228,227,180.5,182.5
63,6650,7420,122,155,231,230,183,185
64,6750,7530,123.5,157,234,233,185.5,187.5
65,6850,7640,125,159,237,236,188,190
66,6950,7750,126.5,161,240,239,190.5,192.5
67,7050,7860,128,163,243,242,193,195
68,7150,7970,129.5,165,246,245,195.5,197.5
69,7250,8080,131,167,249,248,198,200
70,7350,8190,132.5,169,252,251,200.5,202.5
71,7450,8300,134,171,255,254,203,205
72,7550,8410,135.5,173,258,257,205.5,207.5
73,7650,8520,137,175,261,260,208,210
74,7750,8630,138.5,177,264,263,210.5,212.5
75,7850,8740,140,179,267,266,213,215
76,7950,8850,141.5,181,270,269,215.5,217.5
77,8050,8960,143,183,273,272,218,220
78,8150,9070,144.5,185,276,275,220.5,222.5
79,8250,9180,146,187,279,278,223,225
80,8350,9290,147.5,189,282,281,225.5,227.5
81,8450,9400,149,191,285,284,228,230
82,8550,9510,150.5,193,288,287,230.5,232.5
83,8650,9620,152,195,291,290,233,235
84,8750,9730,153.5,197,294,293,235.5,237.5
85,8850,9840,155,199,297,296,238,240
86,8950,9950,156.5,201,300,299,240.5,242.5
87,9050,10060,158,203,303,302,243,245
88,9150,10170,159.5,205,306,305,245.5,247.5
89,9250,10280,161,207,309,308,248,250
90,9350,10390,162.5,209,312,311,250.5,252.5
91,9450,10500,164,211,315,314,253,255
92,9550,10610,165.5,213,318,317,255.5,257.5
93,9650,10720,167,215,321,320,258,260
94,9750,10830,168.5,217,324,323,260.5,262.5
95,9850,10940,170,219,327,326,263,265
96,9950,11050,171.5,221,330,329,265.5,267.5
97,10050,11160,173,223,333,332,268,270
98,10150,11270,174.5,225,336,335,270.5,272.5
99,10250,11380,176,227,339,338,273,275
100,10350,11490,177.5,229,342,341,275.5,277.5
101,10450,11600,179,231,345,344,278,280
102,10550,11710,180.5,233,348,347,280.5,282.5
103,10650,11820,182,235,351,350,283,285
104,10750,11930,183.5,237,354,353,285.5,287.5
105,10850,12040,185,239,357,356,288,290
106,10950,12150,186.5,241,360,359,290.5,292.5
107,11050,12260,188,243,363,362,293,295
108,11150,12370,189.5,245,366,365,295.5,297.5
109,11250,12480,191,247,369,368,298,300
110,11350,12590,192.5,249,372,371,300.5,302.5
