Level,Max HP,Max MP,Attack,Defense,Magical Attack,Magical Defense,Agility,Luck
1,250,100,28,26,28,32,22,24
2,360,190,31,29,31.5,35.5,25,27
3,470,280,34,32,35,39,28,30
4,580,370,37,35,38.5,42.5,31,33
5,690,460,40,38,42,46,34,36
6,800,550,43,41,45.5,49.5,37,39
7,910,640,46,44,49,53,40,42
8,1020,730,49,47,52.5,56.5,43,45
9,1130,820,52,50,56,60,46,48
10,1240,910,55,53,59.5,63.5,49,51
11,1350,1000,58,56,63,67,52,54
12,1460,1090,61,59,66.5,70.5,55,57
13,1570,1180,64,62,70,74,58,60
14,1680,1270,67,65,73.5,77.5,61,63
15,1790,1360,70,68,77,81,64,66
16,1900,1450,73,71,80.5,84.5,67,69
17,2010,1540,76,74,84,88,70,72
18,2120,1630,79,77,87.5,91.5,73,75
19,2230,1720,82,80,91,95,76,78
20,2340,1810,85,83,94.5,98.5,79,81
21,2450,1900,88,86,98,102,82,84
22,2560,1990,91,89,101.5,105.5,85,87
23,2670,2080,94,92,105,109,88,90
24,2780,2170,97,95,108.5,112.5,91,93
25,2890,2260,100,98,112,116,94,96
26,3000,2350,103,101,115.5,119.5,97,99
27,3110,2440,106,104,119,123,100,102
28,3220,2530,109,107,122.5,126.5,103,105
29,3330,2620,112,110,126,130,106,108
30,3440,2710,115,113,129.5,133.5,109,111
31,3550,2800,118,116,133,137,112,114
32,3660,2890,121,119,136.5,140.5,115,117
33,3770,2980,124,122,140,144,118,120
34,3880,3070,127,125,143.5,147.5,121,123
35,3990,3160,130,128,147,151,124,126
36,4100,3250,133,131,150.5,154.5,127,129
37,4210,3340,136,134,154,158,130,132
38,4320,3430,139,137,157.5,161.5,133,135
39,4430,3520,142,140,161,165,136,138
40,4540,3610,145,143,164.5,168.5,139,141
41,4650,3700,148,146,168,172,142,144
42,4760,3790,151,149,171.5,175.5,145,147
43,4870,3880,154,152,175,179,148,150
44,4980,3970,157,155,178.5,182.5,151,153
45,5090,4060,160,158,182,186,154,156
46,5200,4150,163,161,185.5,189.5,157,159
47,5310,4240,166,164,189,193,160,162
48,5420,4330,169,167,192.5,196.5,163,165
49,5530,4420,172,170,196,200,166,168
50,5640,4510,175,173,199.5,203.5,169,171
51,5750,4600,178,176,203,207,172,174
52,5860,4690,181,179,206.5,210.5,175,177
53,5970,4780,184,182,210,214,178,180
54,6080,4870,187,185,213.5,217.5,181,183
55,6190,4960,190,188,217,221,184,186
56,6300,5050,193,191,220.5,224.5,187,189
57,6410,5140,196,194,224,228,190,192
58,6520,5230,199,197,227.5,231.5,193,195
59,6630,5320,202,200,231,235,196,198
60,6740,5410,205,203,234.5,238.5,199,201
61,6850,5500,208,206,238,242,202,204
62,6960,5590,211,209,241.5,245.5,205,207
63,7070,5680,214,212,245,249,208,210
64,7180,5770,217,215,248.5,252.5,211,213
65,7290,5860,220,218,252,256,214,216
66,7400,5950,223,221,255.5,259.5,217,219
67,7510,6040,226,224,259,263,220,222
68,7620,6130,229,227,262.5,266.5,223,225
69,7730,6220,232,230,266,270,226,228
70,7840,6310,235,233,269.5,273.5,229,231
71,7950,6400,238,236,273,277,232,234
72,8060,6490,241,239,276.5,280.5,235,237
73,8170,6580,244,242,280,284,238,240
74,8280,6670,247,245,283.5,287.5,241,243
75,8390,6760,250,248,287,291,244,246
76,8500,6850,253,251,290.5,294.5,247,249
77,8610,6940,256,254,294,298,250,252
78,8720,7030,259,257,297.5,301.5,253,255
79,8830,7120,262,260,301,305,256,258
80,8940,7210,265,263,304.5,308.5,259,261
81,9050,7300,268,266,308,312,262,264
82,9160,7390,271,269,311.5,315.5,265,267
83,9270,7480,274,272,315,319,268,270
84,9380,7570,277,275,318.5,322.5,271,273
85,9490,7660,280,278,322,326,274,276
86,9600,7750,283,281,325.5,329.5,277,279
87,9710,7840,286,284,329,333,280,282
88,9820,7930,289,287,332.5,336.5,283,285
89,9930,8020,292,290,336,340,286,288
90,10040,8110,295,293,339.5,343.5,289,291
91,10150,8200,298,296,343,347,292,294
92,10260,8290,301,299,346.5,350.5,295,297
93,10370,8380,304,302,350,354,298,300
94,10480,8470,307,305,353.5,357.5,301,303
95,10590,8560,310,308,357,361,304,306
96,10700,8650,313,311,360.5,364.5,307,309
97,10810,8740,316,314,364,368,310,312
98,10920,8830,319,317,367.5,371.5,313,315
99,11030,8920,322,320,371,375,316,318
100,11140,9010,325,323,374.5,378.5,319,321
101,11250,9100,328,326,378,382,322,324
102,11360,9190,331,329,381.5,385.5,325,327
103,11470,9280,334,332,385,389,328,330
104,11580,9370,337,335,388.5,392.5,331,333
105,11690,9460,340,338,392,396,334,336
106,11800,9550,343,341,395.5,399.5,337,339
107,11910,9640,346,344,399,403,340,342
108,12020,9730,349,347,402.5,406.5,343,345
109,12130,9820,352,350,406,410,346,348
110,12240,9910,355,353,409.5,413.5,349,351
