Level,Max HP,Max MP,Attack,Defense,Magical Attack,Magical Defense,Agility,Luck
1,4000,200,65,66,45,43,50,55
2,4250,310,70,71,48,46,54,59
3,4500,420,75,76,51,49,58,63
4,4750,530,80,81,54,52,62,67
5,5000,640,85,86,57,55,66,71
6,5250,750,90,91,60,58,70,75
7,5500,860,95,96,63,61,74,79
8,5750,970,100,101,66,64,78,83
9,6000,1080,105,106,69,67,82,87
10,6250,1190,110,111,72,70,86,91
11,6500,1300,115,116,75,73,90,95
12,6750,1410,120,121,78,76,94,99
13,7000,1520,125,126,81,79,98,103
14,7250,1630,130,131,84,82,102,107
15,7500,1740,135,136,87,85,106,111
16,7750,1850,140,141,90,88,110,115
17,8000,1960,145,146,93,91,114,119
18,8250,2070,150,151,96,94,118,123
19,8500,2180,155,156,99,97,122,127
20,8750,2290,160,161,102,100,126,131
21,9000,2400,165,166,105,103,130,135
22,9250,2510,170,171,108,106,134,139
23,9500,2620,175,176,111,109,138,143
24,9750,2730,180,181,114,112,142,147
25,10000,2840,185,186,117,115,146,151
26,10250,2950,190,191,120,118,150,155
27,10500,3060,195,196,123,121,154,159
28,10750,3170,200,201,126,124,158,163
29,11000,3280,205,206,129,127,162,167
30,11250,3390,210,211,132,130,166,171
31,11500,3500,215,216,135,133,170,175
32,11750,3610,220,221,138,136,174,179
33,12000,3720,225,226,141,139,178,183
34,12250,3830,230,231,144,142,182,187
35,12500,3940,235,236,147,145,186,191
36,12750,4050,240,241,150,148,190,195
37,13000,4160,245,246,153,151,194,199
38,13250,4270,250,251,156,154,198,203
39,13500,4380,255,256,159,157,202,207
40,13750,4490,260,261,162,160,206,211
41,14000,4600,265,266,165,163,210,215
42,14250,4710,270,271,168,166,214,219
43,14500,4820,275,276,171,169,218,223
44,14750,4930,280,281,174,172,222,227
45,15000,5040,285,286,177,175,226,231
46,15250,5150,290,291,180,178,230,235
47,15500,5260,295,296,183,181,234,239
48,15750,5370,300,301,186,184,238,243
49,16000,5480,305,306,189,187,242,247
50,16250,5590,310,311,192,190,246,251
51,16500,5700,315,316,195,193,250,255
52,16750,5810,320,321,198,196,254,259
53,17000,5920,325,326,201,199,258,263
54,17250,6030,330,331,204,202,262,267
55,17500,6140,335,336,207,205,266,271
56,17750,6250,340,341,210,208,270,275
57,18000,6360,345,346,213,211,274,279
58,18250,6470,350,351,216,214,278,283
59,18500,6580,355,356,219,217,282,287
60,18750,6690,360,361,222,220,286,291
61,19000,6800,365,366,225,223,290,295
62,19250,6910,370,371,228,226,294,299
63,19500,7020,375,376,231,229,298,303
64,19750,7130,380,381,234,232,302,307
65,20000,7240,385,386,237,235,306,311
66,20250,7350,390,391,240,238,310,315
67,20500,7460,395,396,243,241,314,319
68,20750,7570,400,401,246,244,318,323
69,21000,7680,405,406,249,247,322,327
70,21250,7790,410,411,252,250,326,331
71,21500,7900,415,416,255,253,330,335
72,21750,8010,420,421,258,256,334,339
73,22000,8120,425,426,261,259,338,343
74,22250,8230,430,431,264,262,342,347
75,22500,8340,435,436,267,265,346,351
76,22750,8450,440,441,270,268,350,355
77,23000,8560,445,446,273,271,354,359
78,23250,8670,450,451,276,274,358,363
79,23500,8780,455,456,279,277,362,367
80,23750,8890,460,461,282,280,366,371
81,24000,9000,465,466,285,283,370,375
82,24250,9110,470,471,288,286,374,379
83,24500,9220,475,476,291,289,378,383
84,24750,9330,480,481,294,292,382,387
85,25000,9440,485,486,297,295,386,391
86,25250,9550,490,491,300,298,390,395
87,25500,9660,495,496,303,301,394,399
88,25750,9770,500,501,306,304,398,403
89,26000,9880,505,506,309,307,402,407
90,26250,9990,510,511,312,310,406,411
91,26500,10100,515,516,315,313,410,415
92,26750,10210,520,521,318,316,414,419
93,27000,10320,525,526,321,319,418,423
94,27250,10430,530,531,324,322,422,427
95,27500,10540,535,536,327,325,426,431
96,27750,10650,540,541,330,328,430,435
97,28000,10760,545,546,333,331,434,439
98,28250,10870,550,551,336,334,438,443
99,28500,10980,555,556,339,337,442,447
100,28750,11090,560,561,342,340,446,451
101,29000,11200,565,566,345,343,450,455
102,29250,11310,570,571,348,346,454,459
103,29500,11420,575,576,351,349,458,463
104,29750,11530,580,581,354,352,462,467
105,30000,11640,585,586,357,355,466,471
106,30250,11750,590,591,360,358,470,475
107,30500,11860,595,596,363,361,474,479
108,30750,11970,600,601,366,364,478,483
109,31000,12080,605,606,369,367,482,487
110,31250,12190,610,611,372,370,486,491
