Level,Max HP,Max MP,Attack,Defense,Magical Attack,Magical Defense,Agility,Luck
1,600,400,32,38,26,34,30,24
2,720,470,34.5,41,28,37,32.5,25.5
3,840,540,37,44,30,40,35,27
4,960,610,39.5,47,32,43,37.5,28.5
5,1080,680,42,50,34,46,40,30
6,1200,750,44.5,53,36,49,42.5,31.5
7,1320,820,47,56,38,52,45,33
8,1440,890,49.5,59,40,55,47.5,34.5
9,1560,960,52,62,42,58,50,36
10,1680,1030,54.5,65,44,61,52.5,37.5
11,1800,1100,57,68,46,64,55,39
12,1920,1170,59.5,71,48,67,57.5,40.5
13,2040,1240,62,74,50,70,60,42
14,2160,1310,64.5,77,52,73,62.5,43.5
15,2280,1380,67,80,54,76,65,45
16,2400,1450,69.5,83,56,79,67.5,46.5
17,2520,1520,72,86,58,82,70,48
18,2640,1590,74.5,89,60,85,72.5,49.5
19,2760,1660,77,92,62,88,75,51
20,2880,1730,79.5,95,64,91,77.5,52.5
21,3000,1800,82,98,66,94,80,54
22,3120,1870,84.5,101,68,97,82.5,55.5
23,3240,1940,87,104,70,100,85,57
24,3360,2010,89.5,107,72,103,87.5,58.5
25,3480,2080,92,110,74,106,90,60
26,3600,2150,94.5,113,76,109,92.5,61.5
27,3720,2220,97,116,78,112,95,63
28,3840,2290,99.5,119,80,115,97.5,64.5
29,3960,2360,102,122,82,118,100,66
30,4080,2430,104.5,125,84,121,102.5,67.5
31,4200,2500,107,128,86,124,105,69
32,4320,2570,109.5,131,88,127,107.5,70.5
33,4440,2640,112,134,90,130,110,72
34,4560,2710,114.5,137,92,133,112.5,73.5
35,4680,2780,117,140,94,136,115,75
36,4800,2850,119.5,143,96,139,117.5,76.5
37,4920,2920,122,146,98,142,120,78
38,5040,2990,124.5,149,100,145,122.5,79.5
39,5160,3060,127,152,102,148,125,81
40,5280,3130,129.5,155,104,151,127.5,82.5
41,5400,3200,132,158,106,154,130,84
42,5520,3270,134.5,161,108,157,132.5,85.5
43,5640,3340,137,164,110,160,135,87
44,5760,3410,139.5,167,112,163,137.5,88.5
45,5880,3480,142,170,114,166,140,90
46,6000,3550,144.5,173,116,169,142.5,91.5
47,6120,3620,147,176,118,172,145,93
48,6240,3690,149.5,179,120,175,147.5,94.5
49,6360,3760,152,182,122,178,150,96
50,6480,3830,154.5,185,124,181,152.5,97.5
51,6600,3900,157,188,126,184,155,99
52,6720,3970,159.5,191,128,187,157.5,100.5
53,6840,4040,162,194,130,190,160,102
54,6960,4110,164.5,197,132,193,162.5,103.5
55,7080,4180,167,200,134,196,165,105
56,7200,4250,169.5,203,136,199,167.5,106.5
57,7320,4320,172,206,138,202,170,108
58,7440,4390,174.5,209,140,205,172.5,109.5
59,7560,4460,177,212,142,208,175,111
60,7680,4530,179.5,215,144,211,177.5,112.5
61,7800,4600,182,218,146,214,180,114
62,7920,4670,184.5,221,148,217,182.5,115.5
63,8040,4740,187,224,150,220,185,117
64,8160,4810,189.5,227,152,223,187.5,118.5
65,8280,4880,192,230,154,226,190,120
66,8400,4950,194.5,233,156,229,192.5,121.5
67,8520,5020,197,236,158,232,195,123
68,8640,5090,199.5,239,160,235,197.5,124.5
69,8760,5160,202,242,162,238,200,126
70,8880,5230,204.5,245,164,241,202.5,127.5
71,9000,5300,207,248,166,244,205,129
72,9120,5370,209.5,251,168,247,207.5,130.5
73,9240,5440,212,254,170,250,210,132
74,9360,5510,214.5,257,172,253,212.5,133.5
75,9480,5580,217,260,174,256,215,135
76,9600,5650,219.5,263,176,259,217.5,136.5
77,9720,5720,222,266,178,262,220,138
78,9840,5790,224.5,269,180,265,222.5,139.5
79,9960,5860,227,272,182,268,225,141
80,10080,5930,229.5,275,184,271,227.5,142.5
81,10200,6000,232,278,186,274,230,144
82,10320,6070,234.5,281,188,277,232.5,145.5
83,10440,6140,237,284,190,280,235,147
84,10560,6210,239.5,287,192,283,237.5,148.5
85,10680,6280,242,290,194,286,240,150
86,10800,6350,244.5,293,196,289,242.5,151.5
87,10920,6420,247,296,198,292,245,153
88,11040,6490,249.5,299,200,295,247.5,154.5
89,11160,6560,252,302,202,298,250,156
90,11280,6630,254.5,305,204,301,252.5,157.5
91,11400,6700,257,308,206,304,255,159
92,11520,6770,259.5,311,208,307,257.5,160.5
93,11640,6840,262,314,210,310,260,162
94,11760,6910,264.5,317,212,313,262.5,163.5
95,11880,6980,267,320,214,316,265,165
96,12000,7050,269.5,323,216,319,267.5,166.5
97,12120,7120,272,326,218,322,270,168
98,12240,7190,274.5,329,220,325,272.5,169.5
99,12360,7260,277,332,222,328,275,171
100,12480,7330,279.5,335,224,331,277.5,172.5
101,12600,7400,282,338,226,334,280,174
102,12720,7470,284.5,341,228,337,282.5,175.5
103,12840,7540,287,344,230,340,285,177
104,12960,7610,289.5,347,232,343,287.5,178.5
105,13080,7680,292,350,234,346,290,180
106,13200,7750,294.5,353,236,349,292.5,181.5
107,13320,7820,297,356,238,352,295,183
108,13440,7890,299.5,359,240,355,297.5,184.5
109,13560,7960,302,362,242,358,300,186
110,13680,8030,304.5,365,244,361,302.5,187.5
