Level,Max HP,Max MP,Attack,Defense,Magical Attack,Magical Defense,Agility,Luck
1,5000,180,70,73,40,48,54,65
2,5250,290,75,78,43,51.5,58,69.5
3,5500,400,80,83,46,55,62,74
4,5750,510,85,88,49,58.5,66,78.5
5,6000,620,90,93,52,62,70,83
6,6250,730,95,98,55,65.5,74,87.5
7,6500,840,100,103,58,69,78,92
8,6750,950,105,108,61,72.5,82,96.5
9,7000,1060,110,113,64,76,86,101
10,7250,1170,115,118,67,79.5,90,105.5
11,7500,1280,120,123,70,83,94,110
12,7750,1390,125,128,73,86.5,98,114.5
13,8000,1500,130,133,76,90,102,119
14,8250,1610,135,138,79,93.5,106,123.5
15,8500,1720,140,143,82,97,110,128
16,8750,1830,145,148,85,100.5,114,132.5
17,9000,1940,150,153,88,104,118,137
18,9250,2050,155,158,91,107.5,122,141.5
19,9500,2160,160,163,94,111,126,146
20,9750,2270,165,168,97,114.5,130,150.5
21,10000,2380,170,173,100,118,134,155
22,10250,2490,175,178,103,121.5,138,159.5
23,10500,2600,180,183,106,125,142,164
24,10750,2710,185,188,109,128.5,146,168.5
25,11000,2820,190,193,112,132,150,173
26,11250,2930,195,198,115,135.5,154,177.5
27,11500,3040,200,203,118,139,158,182
28,11750,3150,205,208,121,142.5,162,186.5
29,12000,3260,210,213,124,146,166,191
30,12250,3370,215,218,127,149.5,170,195.5
31,12500,3480,220,223,130,153,174,200
32,12750,3590,225,228,133,156.5,178,204.5
33,13000,3700,230,233,136,160,182,209
34,13250,3810,235,238,139,163.5,186,213.5
35,13500,3920,240,243,142,167,190,218
36,13750,4030,245,248,145,170.5,194,222.5
37,14000,4140,250,253,148,174,198,227
38,14250,4250,255,258,151,177.5,202,231.5
39,14500,4360,260,263,154,181,206,236
40,14750,4470,265,268,157,184.5,210,240.5
41,15000,4580,270,273,160,188,214,245
42,15250,4690,275,278,163,191.5,218,249.5
43,15500,4800,280,283,166,195,222,254
44,15750,4910,285,288,169,198.5,226,258.5
45,16000,5020,290,293,172,202,230,263
46,16250,5130,295,298,175,205.5,234,267.5
47,16500,5240,300,303,178,209,238,272
48,16750,5350,305,308,181,212.5,242,276.5
49,17000,5460,310,313,184,216,246,281
50,17250,5570,315,318,187,219.5,250,285.5
51,17500,5680,320,323,190,223,254,290
52,17750,5790,325,328,193,226.5,258,294.5
53,18000,5900,330,333,196,230,262,299
54,18250,6010,335,338,199,233.5,266,303.5
55,18500,6120,340,343,202,237,270,308
56,18750,6230,345,348,205,240.5,274,312.5
57,19000,6340,350,353,208,244,278,317
58,19250,6450,355,358,211,247.5,282,321.5
59,19500,6560,360,363,214,251,286,326
60,19750,6670,365,368,217,254.5,290,330.5
61,20000,6780,370,373,220,258,294,335
62,20250,6890,375,378,223,261.5,298,339.5
63,20500,7000,380,383,226,265,302,344
64,20750,7110,385,388,229,268.5,306,348.5
65,21000,7220,390,393,232,272,310,353
66,21250,7330,395,398,235,275.5,314,357.5
67,21500,7440,400,403,238,279,318,362
68,21750,7550,405,408,241,282.5,322,366.5
69,22000,7660,410,413,244,286,326,371
70,22250,7770,415,418,247,289.5,330,375.5
71,22500,7880,420,423,250,293,334,380
72,22750,7990,425,428,253,296.5,338,384.5
73,23000,8100,430,433,256,300,342,389
74,23250,8210,435,438,259,303.5,346,393.5
75,23500,8320,440,443,262,307,350,398
76,23750,8430,445,448,265,310.5,354,402.5
77,24000,8540,450,453,268,314,358,407
78,24250,8650,455,458,271,317.5,362,411.5
79,24500,8760,460,463,274,321,366,416
80,24750,8870,465,468,277,324.5,370,420.5
81,25000,8980,470,473,280,328,374,425
82,25250,9090,475,478,283,331.5,378,429.5
83,25500,9200,480,483,286,335,382,434
84,25750,9310,485,488,289,338.5,386,438.5
85,26000,9420,490,493,292,342,390,443
86,26250,9530,495,498,295,345.5,394,447.5
87,26500,9640,500,503,298,349,398,452
88,26750,9750,505,508,301,352.5,402,456.5
89,27000,9860,510,513,304,356,406,461
90,27250,9970,515,518,307,359.5,410,465.5
91,27500,10080,520,523,310,363,414,470
92,27750,10190,525,528,313,366.5,418,474.5
93,28000,10300,530,533,316,370,422,479
94,28250,10410,535,538,319,373.5,426,483.5
95,28500,10520,540,543,322,377,430,488
96,28750,10630,545,548,325,380.5,434,492.5
97,29000,10740,550,553,328,384,438,497
98,29250,10850,555,558,331,387.5,442,501.5
99,29500,10960,560,563,334,391,446,506
100,29750,11070,565,568,337,394.5,450,510.5
101,30000,11180,570,573,340,398,454,515
102,30250,11290,575,578,343,401.5,458,519.5
103,30500,11400,580,583,346,405,462,524
104,30750,11510,585,588,349,408.5,466,528.5
105,31000,11620,590,593,352,412,470,533
106,31250,11730,595,598,355,415.5,474,537.5
107,31500,11840,600,603,358,419,478,542
108,31750,11950,605,608,361,422.5,482,546.5
109,32000,12060,610,613,364,426,486,551
110,32250,12170,615,618,367,429.5,490,555.5
