Level,Max HP,Max MP,Attack,Defense,Magical Attack,Magical Defense,Agility,Luck
1,750,130,37,39,30,29,27,29
2,950,240,42,44,33,32,31,33
3,1150,350,47,49,36,35,35,37
4,1350,460,52,54,39,38,39,41
5,1550,570,57,59,42,41,43,45
6,1750,680,62,64,45,44,47,49
7,1950,790,67,69,48,47,51,53
8,2150,900,72,74,51,50,55,57
9,2350,1010,77,79,54,53,59,61
10,2550,1120,82,84,57,56,63,65
11,2750,1230,87,89,60,59,67,69
12,2950,1340,92,94,63,62,71,73
13,3150,1450,97,99,66,65,75,77
14,3350,1560,102,104,69,68,79,81
15,3550,1670,107,109,72,71,83,85
16,3750,1780,112,114,75,74,87,89
17,3950,1890,117,119,78,77,91,93
18,4150,2000,122,124,81,80,95,97
19,4350,2110,127,129,84,83,99,101
20,4550,2220,132,134,87,86,103,105
21,4750,2330,137,139,90,89,107,109
22,4950,2440,142,144,93,92,111,113
23,5150,2550,147,149,96,95,115,117
24,5350,2660,152,154,99,98,119,121
25,5550,2770,157,159,102,101,123,125
26,5750,2880,162,164,105,104,127,129
27,5950,2990,167,169,108,107,131,133
28,6150,3100,172,174,111,110,135,137
29,6350,3210,177,179,114,113,139,141
30,6550,3320,182,184,117,116,143,145
31,6750,3430,187,189,120,119,147,149
32,6950,3540,192,194,123,122,151,153
33,7150,3650,197,199,126,125,155,157
34,7350,3760,202,204,129,128,159,161
35,7550,3870,207,209,132,131,163,165
36,7750,3980,212,214,135,134,167,169
37,7950,4090,217,219,138,137,171,173
38,8150,4200,222,224,141,140,175,177
39,8350,4310,227,229,144,143,179,181
40,8550,4420,232,234,147,146,183,185
41,8750,4530,237,239,150,149,187,189
42,8950,4640,242,244,153,152,191,193
43,9150,4750,247,249,156,155,195,197
44,9350,4860,252,254,159,158,199,201
45,9550,4970,257,259,162,161,203,205
46,9750,5080,262,264,165,164,207,209
47,9950,5190,267,269,168,167,211,213
48,10150,5300,272,274,171,170,215,217
49,10350,5410,277,279,174,173,219,221
50,10550,5520,282,284,177,176,223,225
51,10750,5630,287,289,180,179,227,229
52,10950,5740,292,294,183,182,231,233
53,11150,5850,297,299,186,185,235,237
54,11350,5960,302,304,189,188,239,241
55,11550,6070,307,309,192,191,243,245
56,11750,6180,312,314,195,194,247,249
57,11950,6290,317,319,198,197,251,253
58,12150,6400,322,324,201,200,255,257
59,12350,6510,327,329,204,203,259,261
60,12550,6620,332,334,207,206,263,265
61,12750,6730,337,339,210,209,267,269
62,12950,6840,342,344,213,212,271,273
63,13150,6950,347,349,216,215,275,277
64,13350,7060,352,354,219,218,279,281
65,13550,7170,357,359,222,221,283,285
66,13750,7280,362,364,225,224,287,289
67,13950,7390,367,369,228,227,291,293
68,14150,7500,372,374,231,230,295,297
69,14350,7610,377,379,234,233,299,301
70,14550,7720,382,384,237,236,303,305
71,14750,7830,387,389,240,239,307,309
72,14950,7940,392,394,243,242,311,313
73,15150,8050,397,399,246,245,315,317
74,15350,8160,402,404,249,248,319,321
75,15550,8270,407,409,252,251,323,325
76,15750,8380,412,414,255,254,327,329
77,15950,8490,417,419,258,257,331,333
78,16150,8600,422,424,261,260,335,337
79,16350,8710,427,429,264,263,339,341
80,16550,8820,432,434,267,266,343,345
81,16750,8930,437,439,270,269,347,349
82,16950,9040,442,444,273,272,351,353
83,17150,9150,447,449,276,275,355,357
84,17350,9260,452,454,279,278,359,361
85,17550,9370,457,459,282,281,363,365
86,17750,9480,462,464,285,284,367,369
87,17950,9590,467,469,288,287,371,373
88,18150,9700,472,474,291,290,375,377
89,18350,9810,477,479,294,293,379,381
90,18550,9920,482,484,297,296,383,385
91,18750,10030,487,489,300,299,387,389
92,18950,10140,492,494,303,302,391,393
93,19150,10250,497,499,306,305,395,397
94,19350,10360,502,504,309,308,399,401
95,19550,10470,507,509,312,311,403,405
96,19750,10580,512,514,315,314,407,409
97,19950,10690,517,519,318,317,411,413
98,20150,10800,522,524,321,320,415,417
99,20350,10910,527,529,324,323,419,421
100,20550,11020,532,534,327,326,423,425
101,20750,11130,537,539,330,329,427,429
102,20950,11240,542,544,333,332,431,433
103,21150,11350,547,549,336,335,435,437
104,21350,11460,552,554,339,338,439,441
105,21550,11570,557,559,342,341,443,445
106,21750,11680,562,564,345,344,447,449
107,21950,11790,567,569,348,347,451,453
108,22150,11900,572,574,351,350,455,457
109,22350,12010,577,579,354,353,459,461
110,22550,12120,582,584,357,356,463,465
