Level,Max HP,Max MP,Attack,Defense,Magical Attack,Magical Defense,Agility,Luck
1,550,450,33,36,25,28,40,40
2,670,520,35.5,38.5,26.5,29.5,43,43
3,790,590,38,41,28,31,46,46
4,910,660,40.5,43.5,29.5,32.5,49,49
5,1030,730,43,46,31,34,52,52
6,1150,800,45.5,48.5,32.5,35.5,55,55
7,1270,870,48,51,34,37,58,58
8,1390,940,50.5,53.5,35.5,38.5,61,61
9,1510,1010,53,56,37,40,64,64
10,1630,1080,55.5,58.5,38.5,41.5,67,67
11,1750,1150,58,61,40,43,70,70
12,1870,1220,60.5,63.5,41.5,44.5,73,73
13,1990,1290,63,66,43,46,76,76
14,2110,1360,65.5,68.5,44.5,47.5,79,79
15,2230,1430,68,71,46,49,82,82
16,2350,1500,70.5,73.5,47.5,50.5,85,85
17,2470,1570,73,76,49,52,88,88
18,2590,1640,75.5,78.5,50.5,53.5,91,91
19,2710,1710,78,81,52,55,94,94
20,2830,1780,80.5,83.5,53.5,56.5,97,97
21,2950,1850,83,86,55,58,100,100
22,3070,1920,85.5,88.5,56.5,59.5,103,103
23,3190,1990,88,91,58,61,106,106
24,3310,2060,90.5,93.5,59.5,62.5,109,109
25,3430,2130,93,96,61,64,112,112
26,3550,2200,95.5,98.5,62.5,65.5,115,115
27,3670,2270,98,101,64,67,118,118
28,3790,2340,100.5,103.5,65.5,68.5,121,121
29,3910,2410,103,106,67,70,124,124
30,4030,2480,105.5,108.5,68.5,71.5,127,127
31,4150,2550,108,111,70,73,130,130
32,4270,2620,110.5,113.5,71.5,74.5,133,133
33,4390,2690,113,116,73,76,136,136
34,4510,2760,115.5,118.5,74.5,77.5,139,139
35,4630,2830,118,121,76,79,142,142
36,4750,2900,120.5,123.5,77.5,80.5,145,145
37,4870,2970,123,126,79,82,148,148
38,4990,3040,125.5,128.5,80.5,83.5,151,151
39,5110,3110,128,131,82,85,154,154
40,5230,3180,130.5,133.5,83.5,86.5,157,157
41,5350,3250,133,136,85,88,160,160
42,5470,3320,135.5,138.5,86.5,89.5,163,163
43,5590,3390,138,141,88,91,166,166
44,5710,3460,140.5,143.5,89.5,92.5,169,169
45,5830,3530,143,146,91,94,172,172
46,5950,3600,145.5,148.5,92.5,95.5,175,175
47,6070,3670,148,151,94,97,178,178
48,6190,3740,150.5,153.5,95.5,98.5,181,181
49,6310,3810,153,156,97,100,184,184
50,6430,3880,155.5,158.5,98.5,101.5,187,187
51,6550,3950,158,161,100,103,190,190
52,6670,4020,160.5,163.5,101.5,104.5,193,193
53,6790,4090,163,166,103,106,196,196
54,6910,4160,165.5,168.5,104.5,107.5,199,199
55,7030,4230,168,171,106,109,202,202
56,7150,4300,170.5,173.5,107.5,110.5,205,205
57,7270,4370,173,176,109,112,208,208
58,7390,4440,175.5,178.5,110.5,113.5,211,211
59,7510,4510,178,181,112,115,214,214
60,7630,4580,180.5,183.5,113.5,116.5,217,217
61,7750,4650,183,186,115,118,220,220
62,7870,4720,185.5,188.5,116.5,119.5,223,223
63,7990,4790,188,191,118,121,226,226
64,8110,4860,190.5,193.5,119.5,122.5,229,229
65,8230,4930,193,196,121,124,232,232
66,8350,5000,195.5,198.5,122.5,125.5,235,235
67,8470,5070,198,201,124,127,238,238
68,8590,5140,200.5,203.5,125.5,128.5,241,241
69,8710,5210,203,206,127,130,244,244
70,8830,5280,205.5,208.5,128.5,131.5,247,247
71,8950,5350,208,211,130,133,250,250
72,9070,5420,210.5,213.5,131.5,134.5,253,253
73,9190,5490,213,216,133,136,256,256
74,9310,5560,215.5,218.5,134.5,137.5,259,259
75,9430,5630,218,221,136,139,262,262
76,9550,5700,220.5,223.5,137.5,140.5,265,265
77,9670,5770,223,226,139,142,268,268
78,9790,5840,225.5,228.5,140.5,143.5,271,271
79,9910,5910,228,231,142,145,274,274
80,10030,5980,230.5,233.5,143.5,146.5,277,277
81,10150,6050,233,236,145,148,280,280
82,10270,6120,235.5,238.5,146.5,149.5,283,283
83,10390,6190,238,241,148,151,286,286
84,10510,6260,240.5,243.5,149.5,152.5,289,289
85,10630,6330,243,246,151,154,292,292
86,10750,6400,245.5,248.5,152.5,155.5,295,295
87,10870,6470,248,251,154,157,298,298
88,10990,6540,250.5,253.5,155.5,158.5,301,301
89,11110,6610,253,256,157,160,304,304
90,11230,6680,255.5,258.5,158.5,161.5,307,307
91,11350,6750,258,261,160,163,310,310
92,11470,6820,260.5,263.5,161.5,164.5,313,313
93,11590,6890,263,266,163,166,316,316
94,11710,6960,265.5,268.5,164.5,167.5,319,319
95,11830,7030,268,271,166,169,322,322
96,11950,7100,270.5,273.5,167.5,170.5,325,325
97,12070,7170,273,276,169,172,328,328
98,12190,7240,275.5,278.5,170.5,173.5,331,331
99,12310,7310,278,281,172,175,334,334
100,12430,7380,280.5,283.5,173.5,176.5,337,337
101,12550,7450,283,286,175,178,340,340
102,12670,7520,285.5,288.5,176.5,179.5,343,343
103,12790,7590,288,291,178,181,346,346
104,12910,7660,290.5,293.5,179.5,182.5,349,349
105,13030,7730,293,296,181,184,352,352
106,13150,7800,295.5,298.5,182.5,185.5,355,355
107,13270,7870,298,301,184,187,358,358
108,13390,7940,300.5,303.5,185.5,188.5,361,361
109,13510,8010,303,306,187,190,364,364
110,13630,8080,305.5,308.5,188.5,191.5,367,367
