Level,Max HP,Max MP,Attack,Defense,Magical Attack,Magical Defense,Agility,Luck
1,500,90,30,32,27,25,28,30
2,640,210,34,36,30,28,32.5,35
3,780,330,38,40,33,31,37,40
4,920,450,42,44,36,34,41.5,45
5,1060,570,46,48,39,37,46,50
6,1200,690,50,52,42,40,50.5,55
7,1340,810,54,56,45,43,55,60
8,1480,930,58,60,48,46,59.5,65
9,1620,1050,62,64,51,49,64,70
10,1760,1170,66,68,54,52,68.5,75
11,1900,1290,70,72,57,55,73,80
12,2040,1410,74,76,60,58,77.5,85
13,2180,1530,78,80,63,61,82,90
14,2320,1650,82,84,66,64,86.5,95
15,2460,1770,86,88,69,67,91,100
16,2600,1890,90,92,72,70,95.5,105
17,2740,2010,94,96,75,73,100,110
18,2880,2130,98,100,78,76,104.5,115
19,3020,2250,102,104,81,79,109,120
20,3160,2370,106,108,84,82,113.5,125
21,3300,2490,110,112,87,85,118,130
22,3440,2610,114,116,90,88,122.5,135
23,3580,2730,118,120,93,91,127,140
24,3720,2850,122,124,96,94,131.5,145
25,3860,2970,126,128,99,97,136,150
26,4000,3090,130,132,102,100,140.5,155
27,4140,3210,134,136,105,103,145,160
28,4280,3330,138,140,108,106,149.5,165
29,4420,3450,142,144,111,109,154,170
30,4560,3570,146,148,114,112,158.5,175
31,4700,3690,150,152,117,115,163,180
32,4840,3810,154,156,120,118,167.5,185
33,4980,3930,158,160,123,121,172,190
34,5120,4050,162,164,126,124,176.5,195
35,5260,4170,166,168,129,127,181,200
36,5400,4290,170,172,132,130,185.5,205
37,5540,4410,174,176,135,133,190,210
38,5680,4530,178,180,138,136,194.5,215
39,5820,4650,182,184,141,139,199,220
40,5960,4770,186,188,144,142,203.5,225
41,6100,4890,190,192,147,145,208,230
42,6240,5010,194,196,150,148,212.5,235
43,6380,5130,198,200,153,151,217,240
44,6520,5250,202,204,156,154,221.5,245
45,6660,5370,206,208,159,157,226,250
46,6800,5490,210,212,162,160,230.5,255
47,6940,5610,214,216,165,163,235,260
48,7080,5730,218,220,168,166,239.5,265
49,7220,5850,222,224,171,169,244,270
50,7360,5970,226,228,174,172,248.5,275
51,7500,6090,230,232,177,175,253,280
52,7640,6210,234,236,180,178,257.5,285
53,7780,6330,238,240,183,181,262,290
54,7920,6450,242,244,186,184,266.5,295
55,8060,6570,246,248,189,187,271,300
56,8200,6690,250,252,192,190,275.5,305
57,8340,6810,254,256,195,193,280,310
58,8480,6930,258,260,198,196,284.5,315
59,8620,7050,262,264,201,199,289,320
60,8760,7170,266,268,204,202,293.5,325
61,8900,7290,270,272,207,205,298,330
62,9040,7410,274,276,210,208,302.5,335
63,9180,7530,278,280,213,211,307,340
64,9320,7650,282,284,216,214,311.5,345
65,9460,7770,286,288,219,217,316,350
66,9600,7890,290,292,222,220,320.5,355
67,9740,8010,294,296,225,223,325,360
68,9880,8130,298,300,228,226,329.5,365
69,10020,8250,302,304,231,229,334,370
70,10160,8370,306,308,234,232,338.5,375
71,10300,8490,310,312,237,235,343,380
72,10440,8610,314,316,240,238,347.5,385
73,10580,8730,318,320,243,241,352,390
74,10720,8850,322,324,246,244,356.5,395
75,10860,8970,326,328,249,247,361,400
76,11000,9090,330,332,252,250,365.5,405
77,11140,9210,334,336,255,253,370,410
78,11280,9330,338,340,258,256,374.5,415
79,11420,9450,342,344,261,259,379,420
80,11560,9570,346,348,264,262,383.5,425
81,11700,9690,350,352,267,265,388,430
82,11840,9810,354,356,270,268,392.5,435
83,11980,9930,358,360,273,271,397,440
84,12120,10050,362,364,276,274,401.5,445
85,12260,10170,366,368,279,277,406,450
86,12400,10290,370,372,282,280,410.5,455
87,12540,10410,374,376,285,283,415,460
88,12680,10530,378,380,288,286,419.5,465
89,12820,10650,382,384,291,289,424,470
90,12960,10770,386,388,294,292,428.5,475
91,13100,10890,390,392,297,295,433,480
92,13240,11010,394,396,300,298,437.5,485
93,13380,11130,398,400,303,301,442,490
94,13520,11250,402,404,306,304,446.5,495
95,13660,11370,406,408,309,307,451,500
96,13800,11490,410,412,312,310,455.5,505
97,13940,11610,414,416,315,313,460,510
98,14080,11730,418,420,318,316,464.5,515
99,14220,11850,422,424,321,319,469,520
100,14360,11970,426,428,324,322,473.5,525
101,14500,12090,430,432,327,325,478,530
102,14640,12210,434,436,330,328,482.5,535
103,14780,12330,438,440,333,331,487,540
104,14920,12450,442,444,336,334,491.5,545
105,15060,12570,446,448,339,337,496,550
106,15200,12690,450,452,342,340,500.5,555
107,15340,12810,454,456,345,343,505,560
108,15480,12930,458,460,348,346,509.5,565
109,15620,13050,462,464,351,349,514,570
110,15760,13170,466,468,354,352,518.5,575
