Level,Max HP,Max MP,Attack,Defense,Magical Attack,Magical Defense,Agility,Luck
1,190,75,30,25,17,26,17,16
2,250,145,32,27.5,18.5,28.5,19,18
3,310,215,34,30,20,31,21,20
4,370,285,36,32.5,21.5,33.5,23,22
5,430,355,38,35,23,36,25,24
6,490,425,40,37.5,24.5,38.5,27,26
7,550,495,42,40,26,41,29,28
8,610,565,44,42.5,27.5,43.5,31,30
9,670,635,46,45,29,46,33,32
10,730,705,48,47.5,30.5,48.5,35,34
11,790,775,50,50,32,51,37,36
12,850,845,52,52.5,33.5,53.5,39,38
13,910,915,54,55,35,56,41,40
14,970,985,56,57.5,36.5,58.5,43,42
15,1030,1055,58,60,38,61,45,44
16,1090,1125,60,62.5,39.5,63.5,47,46
17,1150,1195,62,65,41,66,49,48
18,1210,1265,64,67.5,42.5,68.5,51,50
19,1270,1335,66,70,44,71,53,52
20,1330,1405,68,72.5,45.5,73.5,55,54
21,1390,1475,70,75,47,76,57,56
22,1450,1545,72,77.5,48.5,78.5,59,58
23,1510,1615,74,80,50,81,61,60
24,1570,1685,76,82.5,51.5,83.5,63,62
25,1630,1755,78,85,53,86,65,64
26,1690,1825,80,87.5,54.5,88.5,67,66
27,1750,1895,82,90,56,91,69,68
28,1810,1965,84,92.5,57.5,93.5,71,70
29,1870,2035,86,95,59,96,73,72
30,1930,2105,88,97.5,60.5,98.5,75,74
31,1990,2175,90,100,62,101,77,76
32,2050,2245,92,102.5,63.5,103.5,79,78
33,2110,2315,94,105,65,106,81,80
34,2170,2385,96,107.5,66.5,108.5,83,82
35,2230,2455,98,110,68,111,85,84
36,2290,2525,100,112.5,69.5,113.5,87,86
37,2350,2595,102,115,71,116,89,88
38,2410,2665,104,117.5,72.5,118.5,91,90
39,2470,2735,106,120,74,121,93,92
40,2530,2805,108,122.5,75.5,123.5,95,94
41,2590,2875,110,125,77,126,97,96
42,2650,2945,112,127.5,78.5,128.5,99,98
43,2710,3015,114,130,80,131,101,100
44,2770,3085,116,132.5,81.5,133.5,103,102
45,2830,3155,118,135,83,136,105,104
46,2890,3225,120,137.5,84.5,138.5,107,106
47,2950,3295,122,140,86,141,109,108
48,3010,3365,124,142.5,87.5,143.5,111,110
49,3070,3435,126,145,89,146,113,112
50,3130,3505,128,147.5,90.5,148.5,115,114
51,3190,3575,130,150,92,151,117,116
52,3250,3645,132,152.5,93.5,153.5,119,118
53,3310,3715,134,155,95,156,121,120
54,3370,3785,136,157.5,96.5,158.5,123,122
55,3430,3855,138,160,98,161,125,124
56,3490,3925,140,162.5,99.5,163.5,127,126
57,3550,3995,142,165,101,166,129,128
58,3610,4065,144,167.5,102.5,168.5,131,130
59,3670,4135,146,170,104,171,133,132
60,3730,4205,148,172.5,105.5,173.5,135,134
61,3790,4275,150,175,107,176,137,136
62,3850,4345,152,177.5,108.5,178.5,139,138
63,3910,4415,154,180,110,181,141,140
64,3970,4485,156,182.5,111.5,183.5,143,142
65,4030,4555,158,185,113,186,145,144
66,4090,4625,160,187.5,114.5,188.5,147,146
67,4150,4695,162,190,116,191,149,148
68,4210,4765,164,192.5,117.5,193.5,151,150
69,4270,4835,166,195,119,196,153,152
70,4330,4905,168,197.5,120.5,198.5,155,154
71,4390,4975,170,200,122,201,157,156
72,4450,5045,172,202.5,123.5,203.5,159,158
73,4510,5115,174,205,125,206,161,160
74,4570,5185,176,207.5,126.5,208.5,163,162
75,4630,5255,178,210,128,211,165,164
76,4690,5325,180,212.5,129.5,213.5,167,166
77,4750,5395,182,215,131,216,169,168
78,4810,5465,184,217.5,132.5,218.5,171,170
79,4870,5535,186,220,134,221,173,172
80,4930,5605,188,222.5,135.5,223.5,175,174
81,4990,5675,190,225,137,226,177,176
82,5050,5745,192,227.5,138.5,228.5,179,178
83,5110,5815,194,230,140,231,181,180
84,5170,5885,196,232.5,141.5,233.5,183,182
85,5230,5955,198,235,143,236,185,184
86,5290,6025,200,237.5,144.5,238.5,187,186
87,5350,6095,202,240,146,241,189,188
88,5410,6165,204,242.5,147.5,243.5,191,190
89,5470,6235,206,245,149,246,193,192
90,5530,6305,208,247.5,150.5,248.5,195,194
91,5590,6375,210,250,152,251,197,196
92,5650,6445,212,252.5,153.5,253.5,199,198
93,5710,6515,214,255,155,256,201,200
94,5770,6585,216,257.5,156.5,258.5,203,202
95,5830,6655,218,260,158,261,205,204
96,5890,6725,220,262.5,159.5,263.5,207,206
97,5950,6795,222,265,161,266,209,208
98,6010,6865,224,267.5,162.5,268.5,211,210
99,6070,6935,226,270,164,271,213,212
100,6130,7005,228,272.5,165.5,273.5,215,214
101,6190,7075,230,275,167,276,217,216
102,6250,7145,232,277.5,168.5,278.5,219,218
103,6310,7215,234,280,170,281,221,220
104,6370,7285,236,282.5,171.5,283.5,223,222
105,6430,7355,238,285,173,286,225,224
106,6490,7425,240,287.5,174.5,288.5,227,226
107,6550,7495,242,290,176,291,229,228
108,6610,7565,244,292.5,177.5,293.5,231,230
109,6670,7635,246,295,179,296,233,232
110,6730,7705,248,297.5,180.5,298.5,235,234
