Level,Max HP,Max MP,Attack,Defense,Magical Attack,Magical Defense,Agility,Luck
1,500,500,31,32,34,40,27,36
2,550,610,33,34.5,37,43,29,38.5
3,600,720,35,37,40,46,31,41
4,650,830,37,39.5,43,49,33,43.5
5,700,940,39,42,46,52,35,46
6,750,1050,41,44.5,49,55,37,48.5
7,800,1160,43,47,52,58,39,51
8,850,1270,45,49.5,55,61,41,53.5
9,900,1380,47,52,58,64,43,56
10,950,1490,49,54.5,61,67,45,58.5
11,1000,1600,51,57,64,70,47,61
12,1050,1710,53,59.5,67,73,49,63.5
13,1100,1820,55,62,70,76,51,66
14,1150,1930,57,64.5,73,79,53,68.5
15,1200,2040,59,67,76,82,55,71
16,1250,2150,61,69.5,79,85,57,73.5
17,1300,2260,63,72,82,88,59,76
18,1350,2370,65,74.5,85,91,61,78.5
19,1400,2480,67,77,88,94,63,81
20,1450,2590,69,79.5,91,97,65,83.5
21,1500,2700,71,82,94,100,67,86
22,1550,2810,73,84.5,97,103,69,88.5
23,1600,2920,75,87,100,106,71,91
24,1650,3030,77,89.5,103,109,73,93.5
25,1700,3140,79,92,106,112,75,96
26,1750,3250,81,94.5,109,115,77,98.5
27,1800,3360,83,97,112,118,79,101
28,1850,3470,85,99.5,115,121,81,103.5
29,1900,3580,87,102,118,124,83,106
30,1950,3690,89,104.5,121,127,85,108.5
31,2000,3800,91,107,124,130,87,111
32,2050,3910,93,109.5,127,133,89,113.5
33,2100,4020,95,112,130,136,91,116
34,2150,4130,97,114.5,133,139,93,118.5
35,2200,4240,99,117,136,142,95,121
36,2250,4350,101,119.5,139,145,97,123.5
37,2300,4460,103,122,142,148,99,126
38,2350,4570,105,124.5,145,151,101,128.5
39,2400,4680,107,127,148,154,103,131
40,2450,4790,109,129.5,151,157,105,133.5
41,2500,4900,111,132,154,160,107,136
42,2550,5010,113,134.5,157,163,109,138.5
43,2600,5120,115,137,160,166,111,141
44,2650,5230,117,139.5,163,169,113,143.5
45,2700,5340,119,142,166,172,115,146
46,2750,5450,121,144.5,169,175,117,148.5
47,2800,5560,123,147,172,178,119,151
48,2850,5670,125,149.5,175,181,121,153.5
49,2900,5780,127,152,178,184,123,156
50,2950,5890,129,154.5,181,187,125,158.5
51,3000,6000,131,157,184,190,127,161
52,3050,6110,133,159.5,187,193,129,163.5
53,3100,6220,135,162,190,196,131,166
54,3150,6330,137,164.5,193,199,133,168.5
55,3200,6440,139,167,196,202,135,171
56,3250,6550,141,169.5,199,205,137,173.5
57,3300,6660,143,172,202,208,139,176
58,3350,6770,145,174.5,205,211,141,178.5
59,3400,6880,147,177,208,214,143,181
60,3450,6990,149,179.5,211,217,145,183.5
61,3500,7100,151,182,214,220,147,186
62,3550,7210,153,184.5,217,223,149,188.5
63,3600,7320,155,187,220,226,151,191
64,3650,7430,157,189.5,223,229,153,193.5
65,3700,7540,159,192,226,232,155,196
66,3750,7650,161,194.5,229,235,157,198.5
67,3800,7760,163,197,232,238,159,201
68,3850,7870,165,199.5,235,241,161,203.5
69,3900,7980,167,202,238,244,163,206
70,3950,8090,169,204.5,241,247,165,208.5
71,4000,8200,171,207,244,250,167,211
72,4050,8310,173,209.5,247,253,169,213.5
73,4100,8420,175,212,250,256,171,216
74,4150,8530,177,214.5,253,259,173,218.5
75,4200,8640,179,217,256,262,175,221
76,4250,8750,181,219.5,259,265,177,223.5
77,4300,8860,183,222,262,268,179,226
78,4350,8970,185,224.5,265,271,181,228.5
79,4400,9080,187,227,268,274,183,231
80,4450,9190,189,229.5,271,277,185,233.5
81,4500,9300,191,232,274,280,187,236
82,4550,9410,193,234.5,277,283,189,238.5
83,4600,9520,195,237,280,286,191,241
84,4650,9630,197,239.5,283,289,193,243.5
85,4700,9740,199,242,286,292,195,246
86,4750,9850,201,244.5,289,295,197,248.5
87,4800,9960,203,247,292,298,199,251
88,4850,10070,205,249.5,295,301,201,253.5
89,4900,10180,207,252,298,304,203,256
90,4950,10290,209,254.5,301,307,205,258.5
91,5000,10400,211,257,304,310,207,261
92,5050,10510,213,259.5,307,313,209,263.5
93,5100,10620,215,262,310,316,211,266
94,5150,10730,217,264.5,313,319,213,268.5
95,5200,10840,219,267,316,322,215,271
96,5250,10950,221,269.5,319,325,217,273.5
97,5300,11060,223,272,322,328,219,276
98,5350,11170,225,274.5,325,331,221,278.5
99,5400,11280,227,277,328,334,223,281
100,5450,11390,229,279.5,331,337,225,283.5
101,5500,11500,231,282,334,340,227,286
102,5550,11610,233,284.5,337,343,229,288.5
103,5600,11720,235,287,340,346,231,291
104,5650,11830,237,289.5,343,349,233,293.5
105,5700,11940,239,292,346,352,235,296
106,5750,12050,241,294.5,349,355,237,298.5
107,5800,12160,243,297,352,358,239,301
108,5850,12270,245,299.5,355,361,241,303.5
109,5900,12380,247,302,358,364,243,306
110,5950,12490,249,304.5,361,367,245,308.5
