Level,Max HP,Max MP,Attack,Defense,Magical Attack,Magical Defense,Agility,Luck
1,400,200,31,29,35,35,24,22
2,550,350,35,32.5,39.5,39.5,27.5,25.5
3,700,500,39,36,44,44,31,29
4,850,650,43,39.5,48.5,48.5,34.5,32.5
5,1000,800,47,43,53,53,38,36
6,1150,950,51,46.5,57.5,57.5,41.5,39.5
7,1300,1100,55,50,62,62,45,43
8,1450,1250,59,53.5,66.5,66.5,48.5,46.5
9,1600,1400,63,57,71,71,52,50
10,1750,1550,67,60.5,75.5,75.5,55.5,53.5
11,1900,1700,71,64,80,80,59,57
12,2050,1850,75,67.5,84.5,84.5,62.5,60.5
13,2200,2000,79,71,89,89,66,64
14,2350,2150,83,74.5,93.5,93.5,69.5,67.5
15,2500,2300,87,78,98,98,73,71
16,2650,2450,91,81.5,102.5,102.5,76.5,74.5
17,2800,2600,95,85,107,107,80,78
18,2950,2750,99,88.5,111.5,111.5,83.5,81.5
19,3100,2900,103,92,116,116,87,85
20,3250,3050,107,95.5,120.5,120.5,90.5,88.5
21,3400,3200,111,99,125,125,94,92
22,3550,3350,115,102.5,129.5,129.5,97.5,95.5
23,3700,3500,119,106,134,134,101,99
24,3850,3650,123,109.5,138.5,138.5,104.5,102.5
25,4000,3800,127,113,143,143,108,106
26,4150,3950,131,116.5,147.5,147.5,111.5,109.5
27,4300,4100,135,120,152,152,115,113
28,4450,4250,139,123.5,156.5,156.5,118.5,116.5
29,4600,4400,143,127,161,161,122,120
30,4750,4550,147,130.5,165.5,165.5,125.5,123.5
31,4900,4700,151,134,170,170,129,127
32,5050,4850,155,137.5,174.5,174.5,132.5,130.5
33,5200,5000,159,141,179,179,136,134
34,5350,5150,163,144.5,183.5,183.5,139.5,137.5
35,5500,5300,167,148,188,188,143,141
36,5650,5450,171,151.5,192.5,192.5,146.5,144.5
37,5800,5600,175,155,197,197,150,148
38,5950,5750,179,158.5,201.5,201.5,153.5,151.5
39,6100,5900,183,162,206,206,157,155
40,6250,6050,187,165.5,210.5,210.5,160.5,158.5
41,6400,6200,191,169,215,215,164,162
42,6550,6350,195,172.5,219.5,219.5,167.5,165.5
43,6700,6500,199,176,224,224,171,169
44,6850,6650,203,179.5,228.5,228.5,174.5,172.5
45,7000,6800,207,183,233,233,178,176
46,7150,6950,211,186.5,237.5,237.5,181.5,179.5
47,7300,7100,215,190,242,242,185,183
48,7450,7250,219,193.5,246.5,246.5,188.5,186.5
49,7600,7400,223,197,251,251,192,190
50,7750,7550,227,200.5,255.5,255.5,195.5,193.5
51,7900,7700,231,204,260,260,199,197
52,8050,7850,235,207.5,264.5,264.5,202.5,200.5
53,8200,8000,239,211,269,269,206,204
54,8350,8150,243,214.5,273.5,273.5,209.5,207.5
55,8500,8300,247,218,278,278,213,211
56,8650,8450,251,221.5,282.5,282.5,216.5,214.5
57,8800,8600,255,225,287,287,220,218
58,8950,8750,259,228.5,291.5,291.5,223.5,221.5
59,9100,8900,263,232,296,296,227,225
60,9250,9050,267,235.5,300.5,300.5,230.5,228.5
61,9400,9200,271,239,305,305,234,232
62,9550,9350,275,242.5,309.5,309.5,237.5,235.5
63,9700,9500,279,246,314,314,241,239
64,9850,9650,283,249.5,318.5,318.5,244.5,242.5
65,10000,9800,287,253,323,323,248,246
66,10150,9950,291,256.5,327.5,327.5,251.5,249.5
67,10300,10100,295,260,332,332,255,253
68,10450,10250,299,263.5,336.5,336.5,258.5,256.5
69,10600,10400,303,267,341,341,262,260
70,10750,10550,307,270.5,345.5,345.5,265.5,263.5
71,10900,10700,311,274,350,350,269,267
72,11050,10850,315,277.5,354.5,354.5,272.5,270.5
73,11200,11000,319,281,359,359,276,274
74,11350,11150,323,284.5,363.5,363.5,279.5,277.5
75,11500,11300,327,288,368,368,283,281
76,11650,11450,331,291.5,372.5,372.5,286.5,284.5
77,11800,11600,335,295,377,377,290,288
78,11950,11750,339,298.5,381.5,381.5,293.5,291.5
79,12100,11900,343,302,386,386,297,295
80,12250,12050,347,305.5,390.5,390.5,300.5,298.5
81,12400,12200,351,309,395,395,304,302
82,12550,12350,355,312.5,399.5,399.5,307.5,305.5
83,12700,12500,359,316,404,404,311,309
84,12850,12650,363,319.5,408.5,408.5,314.5,312.5
85,13000,12800,367,323,413,413,318,316
86,13150,12950,371,326.5,417.5,417.5,321.5,319.5
87,13300,13100,375,330,422,422,325,323
88,13450,13250,379,333.5,426.5,426.5,328.5,326.5
89,13600,13400,383,337,431,431,332,330
90,13750,13550,387,340.5,435.5,435.5,335.5,333.5
91,13900,13700,391,344,440,440,339,337
92,14050,13850,395,347.5,444.5,444.5,342.5,340.5
93,14200,14000,399,351,449,449,346,344
94,14350,14150,403,354.5,453.5,453.5,349.5,347.5
95,14500,14300,407,358,458,458,353,351
96,14650,14450,411,361.5,462.5,462.5,356.5,354.5
97,14800,14600,415,365,467,467,360,358
98,14950,14750,419,368.5,471.5,471.5,363.5,361.5
99,15100,14900,423,372,476,476,367,365
100,15250,15050,427,375.5,480.5,480.5,370.5,368.5
101,15400,15200,431,379,485,485,374,372
102,15550,15350,435,382.5,489.5,489.5,377.5,375.5
103,15700,15500,439,386,494,494,381,379
104,15850,15650,443,389.5,498.5,498.5,384.5,382.5
105,16000,15800,447,393,503,503,388,386
106,16150,15950,451,396.5,507.5,507.5,391.5,389.5
107,16300,16100,455,400,512,512,395,393
108,16450,16250,459,403.5,516.5,516.5,398.5,396.5
109,16600,16400,463,407,521,521,402,400
110,16750,16550,467,410.5,525.5,525.5,405.5,403.5
