Level,Max HP,Max MP,Attack,Defense,Magical Attack,Magical Defense,Agility,Luck
1,500,700,29,28,37,40,29,35
2,600,810,30.5,29.5,39,42,31,37.5
3,700,920,32,31,41,44,33,40
4,800,1030,33.5,32.5,43,46,35,42.5
5,900,1140,35,34,45,48,37,45
6,1000,1250,36.5,35.5,47,50,39,47.5
7,1100,1360,38,37,49,52,41,50
8,1200,1470,39.5,38.5,51,54,43,52.5
9,1300,1580,41,40,53,56,45,55
10,1400,1690,42.5,41.5,55,58,47,57.5
11,1500,1800,44,43,57,60,49,60
12,1600,1910,45.5,44.5,59,62,51,62.5
13,1700,2020,47,46,61,64,53,65
14,1800,2130,48.5,47.5,63,66,55,67.5
15,1900,2240,50,49,65,68,57,70
16,2000,2350,51.5,50.5,67,70,59,72.5
17,2100,2460,53,52,69,72,61,75
18,2200,2570,54.5,53.5,71,74,63,77.5
19,2300,2680,56,55,73,76,65,80
20,2400,2790,57.5,56.5,75,78,67,82.5
21,2500,2900,59,58,77,80,69,85
22,2600,3010,60.5,59.5,79,82,71,87.5
23,2700,3120,62,61,81,84,73,90
24,2800,3230,63.5,62.5,83,86,75,92.5
25,2900,3340,65,64,85,88,77,95
26,3000,3450,66.5,65.5,87,90,79,97.5
27,3100,3560,68,67,89,92,81,100
28,3200,3670,69.5,68.5,91,94,83,102.5
29,3300,3780,71,70,93,96,85,105
30,3400,3890,72.5,71.5,95,98,87,107.5
31,3500,4000,74,73,97,100,89,110
32,3600,4110,75.5,74.5,99,102,91,112.5
33,3700,4220,77,76,101,104,93,115
34,3800,4330,78.5,77.5,103,106,95,117.5
35,3900,4440,80,79,105,108,97,120
36,4000,4550,81.5,80.5,107,110,99,122.5
37,4100,4660,83,82,109,112,101,125
38,4200,4770,84.5,83.5,111,114,103,127.5
39,4300,4880,86,85,113,116,105,130
40,4400,4990,87.5,86.5,115,118,107,132.5
41,4500,5100,89,88,117,120,109,135
42,4600,5210,90.5,89.5,119,122,111,137.5
43,4700,5320,92,91,121,124,113,140
44,4800,5430,93.5,92.5,123,126,115,142.5
45,4900,5540,95,94,125,128,117,145
46,5000,5650,96.5,95.5,127,130,119,147.5
47,5100,5760,98,97,129,132,121,150
48,5200,5870,99.5,98.5,131,134,123,152.5
49,5300,5980,101,100,133,136,125,155
50,5400,6090,102.5,101.5,135,138,127,157.5
51,5500,6200,104,103,137,140,129,160
52,5600,6310,105.5,104.5,139,142,131,162.5
53,5700,6420,107,106,141,144,133,165
54,5800,6530,108.5,107.5,143,146,135,167.5
55,5900,6640,110,109,145,148,137,170
56,6000,6750,111.5,110.5,147,150,139,172.5
57,6100,6860,113,112,149,152,141,175
58,6200,6970,114.5,113.5,151,154,143,177.5
59,6300,7080,116,115,153,156,145,180
60,6400,7190,117.5,116.5,155,158,147,182.5
61,6500,7300,119,118,157,160,149,185
62,6600,7410,120.5,119.5,159,162,151,187.5
63,6700,7520,122,121,161,164,153,190
64,6800,7630,123.5,122.5,163,166,155,192.5
65,6900,7740,125,124,165,168,157,195
66,7000,7850,126.5,125.5,167,170,159,197.5
67,7100,7960,128,127,169,172,161,200
68,7200,8070,129.5,128.5,171,174,163,202.5
69,7300,8180,131,130,173,176,165,205
70,7400,8290,132.5,131.5,175,178,167,207.5
71,7500,8400,134,133,177,180,169,210
72,7600,8510,135.5,134.5,179,182,171,212.5
73,7700,8620,137,136,181,184,173,215
74,7800,8730,138.5,137.5,183,186,175,217.5
75,7900,8840,140,139,185,188,177,220
76,8000,8950,141.5,140.5,187,190,179,222.5
77,8100,9060,143,142,189,192,181,225
78,8200,9170,144.5,143.5,191,194,183,227.5
79,8300,9280,146,145,193,196,185,230
80,8400,9390,147.5,146.5,195,198,187,232.5
81,8500,9500,149,148,197,200,189,235
82,8600,9610,150.5,149.5,199,202,191,237.5
83,8700,9720,152,151,201,204,193,240
84,8800,9830,153.5,152.5,203,206,195,242.5
85,8900,9940,155,154,205,208,197,245
86,9000,10050,156.5,155.5,207,210,199,247.5
87,9100,10160,158,157,209,212,201,250
88,9200,10270,159.5,158.5,211,214,203,252.5
89,9300,10380,161,160,213,216,205,255
90,9400,10490,162.5,161.5,215,218,207,257.5
91,9500,10600,164,163,217,220,209,260
92,9600,10710,165.5,164.5,219,222,211,262.5
93,9700,10820,167,166,221,224,213,265
94,9800,10930,168.5,167.5,223,226,215,267.5
95,9900,11040,170,169,225,228,217,270
96,10000,11150,171.5,170.5,227,230,219,272.5
97,10100,11260,173,172,229,232,221,275
98,10200,11370,174.5,173.5,231,234,223,277.5
99,10300,11480,176,175,233,236,225,280
100,10400,11590,177.5,176.5,235,238,227,282.5
101,10500,11700,179,178,237,240,229,285
102,10600,11810,180.5,179.5,239,242,231,287.5
103,10700,11920,182,181,241,244,233,290
104,10800,12030,183.5,182.5,243,246,235,292.5
105,10900,12140,185,184,245,248,237,295
106,11000,12250,186.5,185.5,247,250,239,297.5
107,11100,12360,188,187,249,252,241,300
108,11200,12470,189.5,188.5,251,254,243,302.5
109,11300,12580,191,190,253,256,245,305
110,11400,12690,192.5,191.5,255,258,247,307.5
